type,name,latitude_deg,longitude_deg,iso_country,scheduled_service,iata_code
medium_airport,Anaa Airport,-17.3526,-145.509995,PF,yes,AAA
large_airport,El Arish International Airport,31.055324,33.827964,EG,yes,AAC
large_airport,Annaba Rabah Bitat Airport,36.826781,7.81334,DZ,yes,AAE
small_airport,Aranuka Airport,0.185278,173.636993,KI,yes,AAK
large_airport,Aalborg Airport,57.094763,9.84993,DK,yes,AAL
large_airport,Al Ain International Airport,24.2617,55.6092,AE,yes,AAN
medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,ID,yes,AAP
medium_airport,Anapa Vityazevo Airport,45.002102,37.347301,RU,yes,AAQ
large_airport,Aarhus Airport,56.303331,10.618286,DK,yes,AAR
medium_airport,Altay Xuedu Airport,47.749886,88.085808,CN,yes,AAT
medium_airport,Romeu Zema Airport,-19.5632,-46.9604,BR,yes,AAX
medium_airport,Al Ghaydah International Airport,16.193341,52.174186,YE,yes,AAY
small_airport,Quezaltenango Airport,14.8656,-91.501999,GT,yes,AAZ
large_airport,Abakan International Airport,53.740002,91.385002,RU,yes,ABA
large_airport,Asaba International Airport,6.204167,6.665278,NG,yes,ABB
large_airport,Abadan Ayatollah Jami International Airport,30.367887,48.230075,IR,yes,ABD
medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,US,yes,ABE
medium_airport,Abilene Regional Airport,32.4113006592,-99.68190002440001,US,yes,ABI
large_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,CI,yes,ABJ
medium_airport,Kebri Dahar Airport,6.732577,44.241339,ET,yes,ABK
medium_airport,Ambler Airport,67.105529,-157.855339,US,yes,ABL
small_airport,Northern Peninsula Airport,-10.946194,142.455081,AU,yes,ABM
large_airport,Albuquerque International Sunport,35.039976,-106.608925,US,yes,ABQ
medium_airport,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,US,yes,ABR
medium_airport,Abu Simbel Airport,22.375924,31.611734,EG,yes,ABS
medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,SA,yes,ABT
small_airport,AA Bere Tallo (Haliwen) Airport,-9.074841,124.903285,ID,yes,ABU
large_airport,Nnamdi Azikiwe International Airport,9.00679,7.26317,NG,yes,ABV
medium_airport,Albury Airport,-36.066758,146.959148,AU,yes,ABX
medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,US,yes,ABY
large_airport,Aberdeen International Airport,57.2019,-2.19778,GB,yes,ABZ
large_airport,General Juan N. Álvarez International Airport,16.757126,-99.753113,MX,yes,ACA
large_airport,Kotoka International Airport,5.605189800262451,-0.16678600013256073,GH,yes,ACC
large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,ES,yes,ACE
small_airport,Aral Tarim Airport,40.434748,81.26206,CN,yes,ACF
medium_airport,Sankt Gallen Altenrhein Airport,47.485001,9.56077,CH,yes,ACH
medium_airport,Alderney Airport,49.706104,-2.21472,GG,yes,ACI
medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,US,yes,ACK
medium_airport,Waco Regional Airport,31.611299514770508,-97.23049926757812,US,yes,ACT
medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,US,yes,ACV
medium_airport,Xingyi Wanfenglin Airport,25.083423,104.960804,CN,yes,ACX
medium_airport,Atlantic City International Airport,39.456201,-74.577511,US,yes,ACY
large_airport,Adana Şakirpaşa Airport,36.982201,35.280399,TR,yes,ADA
large_airport,Adnan Menderes International Airport,38.2924,27.157,TR,yes,ADB
large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,ET,yes,ADD
large_airport,Aden International Airport,12.829564,45.029976,YE,yes,ADE
medium_airport,Adıyaman Airport,37.7314,38.468899,TR,yes,ADF
large_airport,Marka International (Amman Civil) Airport,31.9727,35.9916,JO,yes,ADJ
medium_airport,Adak Airport,51.883564,-176.642783,US,yes,ADK
large_airport,Adelaide International Airport,-34.947512,138.533393,AU,yes,ADL
medium_airport,Kodiak Airport,57.75,-152.4940033,US,yes,ADQ
medium_airport,Ardabil Airport,38.3256988525,48.4244003296,IR,yes,ADU
large_airport,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,CO,yes,ADZ
medium_airport,Baise (Bose) Bama Airport,23.7206,106.959999,CN,yes,AEB
medium_airport,Abeche Airport,13.847,20.844299,TD,yes,AEH
large_airport,Aeroparque Jorge Newbery,-34.559419,-58.415536,AR,yes,AEP
large_airport,Sochi International Airport,43.449902,39.9566,RU,yes,AER
large_airport,Ålesund Airport,62.560443,6.110845,NO,yes,AES
small_airport,Allakaket Airport,66.551804,-152.621994,US,yes,AET
medium_airport,Abu Musa Island Airport,25.8757,55.033001,IR,yes,AEU
medium_airport,Alexandria International Airport,31.325828,-92.546702,US,yes,AEX
large_airport,Akureyri International Airport,65.656573,-18.072018,IS,yes,AEY
medium_airport,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,AR,yes,AFA
medium_airport,Piloto Osvaldo Marques Dias Airport,-9.866389,-56.106298,BR,yes,AFL
medium_airport,Sabzevar National Airport,36.16809844970703,57.59519958496094,IR,yes,AFZ
large_airport,Al Massira Airport,30.322478,-9.412003,MA,yes,AGA
small_airport,Wangerooge Airport,53.782544,7.919584,DE,yes,AGE
medium_airport,Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,SE,yes,AGH
small_airport,Wageningen Airstrip,5.841252,-56.673247,SR,yes,AGI
small_airport,Aguni Airport,26.592755,127.240335,JP,yes,AGJ
heliport,Tasiilaq Heliport,65.612296,-37.618335,GL,yes,AGM
seaplane_base,Angoon Seaplane Base,57.497097,-134.56722,US,yes,AGN
large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,ES,yes,AGP
medium_airport,Agra Airport / Agra Air Force Station,27.157975,77.961025,IN,yes,AGR
medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,US,yes,AGS
large_airport,Guaraní International Airport,-25.457186,-54.839544,PY,yes,AGT
large_airport,Aguascalientes International Airport,21.699589,-102.318372,MX,yes,AGU
medium_airport,Agatti Airport,10.8237,72.176003,IN,yes,AGX
medium_airport,Maa Mahamaya Airport,22.98753,83.19612,IN,yes,AHA
large_airport,Abha International Airport,18.2404,42.656601,SA,yes,AHB
medium_airport,Ahe Airport,-14.428099632263184,-146.2570037841797,PF,yes,AHE
medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,IT,yes,AHO
medium_airport,Alliance Municipal Airport,42.052543,-102.803965,US,yes,AIA
medium_airport,Wainwright Airport,70.638,-159.994995,US,yes,AIN
small_airport,Adampur Airport,31.4338,75.758797,IN,yes,AIP
small_airport,Aitutaki Airport,-18.8309,-159.764008,CK,yes,AIT
small_airport,Enua Airport,-19.96780014038086,-158.11900329589844,CK,yes,AIU
medium_airport,Ajaccio Napoléon Bonaparte airport,41.923599,8.80292,FR,yes,AJA
large_airport,Al-Jawf International Airport,29.783301,40.100905,SA,yes,AJF
medium_airport,Ağrı Airport,39.655642,43.025742,TR,yes,AJI
medium_airport,Lengpui Airport,23.840599,92.619698,IN,yes,AJL
medium_airport,Ouani Airport,-12.131047,44.430044,KM,yes,AJN
medium_airport,Arvidsjaur Airport,65.59030151367188,19.28190040588379,SE,yes,AJR
medium_airport,Aracaju - Santa Maria Airport,-10.98394,-37.072873,BR,yes,AJU
small_airport,Ankang Fuqiang Airport,32.75696,108.87338,CN,yes,AKA
small_airport,Atka Airport,52.220299,-174.205994,US,yes,AKB
medium_airport,Kufra Airport,24.178699493408203,23.31399917602539,LY,yes,AKF
small_airport,Akiak Airport,60.902646,-161.23106,US,yes,AKI
medium_airport,Asahikawa Airport,43.670799,142.447006,JP,yes,AKJ
small_airport,Akhiok Airport,56.938702,-154.182999,US,yes,AKK
large_airport,Auckland International Airport,-37.01199,174.786331,NZ,yes,AKL
medium_airport,King Salmon Airport,58.677845,-156.651965,US,yes,AKN
medium_airport,Anaktuvuk Pass Airport,68.133598,-151.742996,US,yes,AKP
medium_airport,Akure Airport,7.246739864349365,5.3010101318359375,NG,yes,AKR
small_airport,Gwaunaru'u Airport,-8.70257,160.682007,SB,yes,AKS
medium_airport,Aksu Hongqipo Airport,41.262501,80.291702,CN,yes,AKU
small_airport,Akulivik Airport,60.8186,-78.148598,CA,yes,AKV
large_airport,Aktobe International Airport,50.248116,57.204144,KZ,yes,AKX
medium_airport,Sittwe Airport,20.133165,92.870693,MM,yes,AKY
large_airport,Almaty International Airport,43.354267,77.042828,KZ,yes,ALA
large_airport,Albany International Airport,42.748299,-73.801697,US,yes,ALB
large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,ES,yes,ALC
medium_airport,Alta Airport,69.976097,23.3717,NO,yes,ALF
large_airport,Houari Boumediene Airport,36.693886,3.214531,DZ,yes,ALG
medium_airport,Albany Airport,-34.943333,117.808889,AU,yes,ALH
medium_airport,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,US,yes,ALO
large_airport,Aleppo International Airport,36.181262,37.226869,SY,yes,ALP
medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,US,yes,ALS
medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,US,yes,ALW
seaplane_base,Alitak Seaplane Base,56.897294,-154.249692,US,yes,ALZ
medium_airport,Rick Husband Amarillo International Airport,35.217857,-101.706444,US,yes,AMA
large_airport,Sardar Vallabh Patel International Airport,23.0772,72.634697,IN,yes,AMD
medium_airport,Arba Minch Airport,6.03939,37.5905,ET,yes,AMH
large_airport,Queen Alia International Airport,31.7226009369,35.9931983948,JO,yes,AMM
large_airport,Pattimura International Airport,-3.71026,128.089005,ID,yes,AMQ
large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,NL,yes,AMS
medium_airport,Amderma Airport,69.76329803466797,61.556400299072266,RU,yes,AMV
large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,US,yes,ANC
large_airport,Andrés Sabella Gálvez International Airport,-23.445274,-70.445232,CL,yes,ANF
medium_airport,Aniak Airport,61.581600189208984,-159.54299926757812,US,yes,ANI
medium_airport,Antwerp International Airport (Deurne),51.190667,4.463153,BE,yes,ANR
small_airport,Andahuaylas Airport,-13.706399917602539,-73.35040283203125,PE,yes,ANS
large_airport,V. C. Bird International Airport,17.1367,-61.792702,AG,yes,ANU
medium_airport,Anvik Airport,62.646702,-160.190994,US,yes,ANV
medium_airport,"Andøya Airport, Andenes",69.295193,16.139379,NO,yes,ANX
large_airport,Hasan Polatkan Airport,39.811644,30.519268,TR,yes,AOE
medium_airport,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,CN,yes,AOG
medium_airport,Marche Airport,43.616299,13.3623,IT,yes,AOI
large_airport,Aomori Airport,40.733777,140.689477,JP,yes,AOJ
medium_airport,Karpathos Airport,35.421398,27.146,GR,yes,AOK
medium_airport,Altoona Blair County Airport,40.296398,-78.32,US,yes,AOO
heliport,Aappilattoq Heliport,72.88703,-55.596287,GL,yes,AOQ
medium_airport,Sultan Abdul Halim Airport,6.189670085906982,100.39800262451172,MY,yes,AOR
seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,US,yes,AOS
small_airport,Apataki Airport,-15.5736,-146.414993,PF,yes,APK
large_airport,Nampula Airport,-15.1056,39.281799,MZ,yes,APL
medium_airport,Alpena County Regional Airport,45.0780983,-83.56030273,US,yes,APN
medium_airport,Antonio Roldán Betancur Airport,7.81196,-76.7164,CO,yes,APO
large_airport,Faleolo International Airport,-13.83,-172.007996,WS,yes,APW
medium_airport,Araraquara Airport,-21.812,-48.132999,BR,yes,AQA
medium_airport,Anqing Tianzhushan Airport / Anqing North Air Base,30.582199,117.050003,CN,yes,AQG
large_airport,Qaisumah–Hafar Al-Batin International Airport,28.335726,46.127108,SA,yes,AQI
large_airport,King Hussein International Airport,29.611601,35.018101,JO,yes,AQJ
large_airport,Rodríguez Ballón International Airport,-16.340786,-71.569485,PE,yes,AQP
medium_airport,Arctic Village Airport,68.1147,-145.578995,US,yes,ARC
small_airport,Alor Island - Mali Airport,-8.13234,124.597,ID,yes,ARD
medium_airport,Talagi Airport,64.60030364990234,40.71670150756836,RU,yes,ARH
medium_airport,Chacalluta International Airport,-18.348499,-70.338699,CL,yes,ARI
medium_airport,Arusha Airport,-3.3677899837493896,36.63330078125,TZ,yes,ARK
medium_airport,Armidale Airport,-30.528099060099997,151.617004395,AU,yes,ARM
large_airport,Stockholm-Arlanda Airport,59.64849,17.928829,SE,yes,ARN
medium_airport,Watertown International Airport,43.991901,-76.021698,US,yes,ART
medium_airport,Araçatuba Airport,-21.141479,-50.424575,BR,yes,ARU
medium_airport,Arad International Airport,46.176136,21.264322,RO,yes,ARW
large_airport,Ashgabat International Airport,37.986801,58.361,TM,yes,ASB
medium_airport,Andros Town Airport,24.697901,-77.795601,BS,yes,ASD
medium_airport,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,US,yes,ASE
large_airport,Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,RU,yes,ASF
medium_airport,RAF Ascension Island,-7.970179,-14.392744,SH,yes,ASI
medium_airport,Amami Airport,28.430599212646484,129.71299743652344,JP,yes,ASJ
medium_airport,Asmara International Airport,15.2919,38.910702,ER,yes,ASM
medium_airport,Asosa Airport,10.018500328063965,34.586299896240234,ET,yes,ASO
medium_airport,Alice Springs Airport,-23.806588,133.903427,AU,yes,ASP
large_airport,Kayseri Erkilet International Airport,38.770401,35.495399,TR,yes,ASR
large_airport,Silvio Pettirossi International Airport,-25.240156,-57.519227,PY,yes,ASU
medium_airport,Amboseli Airport,-2.644786,37.252922,KE,yes,ASV
large_airport,Aswan International Airport,23.961075,32.820382,EG,yes,ASW
medium_airport,Arthur's Town Airport,24.6294,-75.673797,BS,yes,ATC
large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,GR,yes,ATH
medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,US,yes,ATK
large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,US,yes,ATL
medium_airport,Altamira Interstate Airport,-3.253144,-52.253938,BR,yes,ATM
large_airport,Sri Guru Ram Das Ji International Airport,31.7096,74.797302,IN,yes,ATQ
small_airport,Atmautluak Airport,60.866699,-162.272996,US,yes,ATT
medium_airport,Appleton International Airport,44.258515,-88.519,US,yes,ATW
medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,US,yes,ATY
large_airport,Asyut International Airport,27.045962,31.01276,EG,yes,ATZ
large_airport,Queen Beatrix International Airport,12.501056,-70.014281,AW,yes,AUA
medium_airport,Santiago Perez Airport,7.06888,-70.7369,CO,yes,AUC
medium_airport,Augusta State Airport,44.320598602299995,-69.7973022461,US,yes,AUG
large_airport,Zayed International Airport,24.440966,54.649237,AE,yes,AUH
small_airport,Alakanuk Airport,62.682653,-164.722481,US,yes,AUK
small_airport,Aur Island Airport,8.14528,171.173004,MH,yes,AUL
medium_airport,Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,PF,yes,AUQ
medium_airport,Aurillac airport,44.891399,2.42194,FR,yes,AUR
large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,US,yes,AUS
small_airport,Aurukun Airport,-13.354019,141.720028,AU,yes,AUU
medium_airport,Araguaína Airport,-7.22787,-48.240501,BR,yes,AUX
medium_airport,Anshun Huangguoshu Airport,26.260556,105.873333,CN,yes,AVA
medium_airport,Arvaikheer Airport,46.250301361083984,102.802001953125,MN,yes,AVK
medium_airport,Asheville Regional Airport,35.435488,-82.541853,US,yes,AVL
medium_airport,Avignon Caumont airport,43.907299,4.90183,FR,yes,AVN
medium_airport,Wilkes-Barre/Scranton International Airport,41.337064,-75.724232,US,yes,AVP
large_airport,Melbourne Avalon International Airport,-38.040269,144.467196,AU,yes,AVV
large_airport,Hawassa International Airport,7.100611,38.396455,ET,yes,AWA
medium_airport,Wake Island Airfield,19.282437,166.636637,UM,yes,AWK
large_airport,Qasem Soleimani International Airport,31.3364,48.763789,IR,yes,AWZ
medium_airport,Clayton J. Lloyd International Airport,18.204773,-63.05383,AI,yes,AXA
medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,GR,yes,AXD
medium_airport,Alxa Left Banner Bayanhot Airport,38.748317,105.58416,CN,yes,AXF
medium_airport,Amakusa Airport,32.482498,130.158997,JP,yes,AXJ
medium_airport,El Eden Airport,4.45278,-75.7664,CO,yes,AXM
medium_airport,Spring Point Airport,22.441799,-73.970901,BS,yes,AXP
medium_airport,Arutua Airport,-15.248299598693848,-146.61700439453125,PF,yes,AXR
medium_airport,Akita Airport,39.615601,140.218994,JP,yes,AXT
medium_airport,Axum Airport,14.1468,38.7728,ET,yes,AXU
medium_airport,Maharshi Valmiki International Airport,26.747736,82.163664,IN,yes,AYJ
medium_airport,Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,PE,yes,AYP
medium_airport,Ayers Rock Connellan Airport,-25.185913,130.97703,AU,yes,AYQ
large_airport,Antalya International Airport,36.898701,30.800501,TR,yes,AYT
medium_airport,Mesa Gateway Airport,33.3078,-111.654999,US,yes,AZA
medium_airport,Shahid Sadooghi Airport,31.9048995972,54.2765007019,IR,yes,AZD
medium_airport,Andijan International Airport,40.727699,72.293999,UZ,yes,AZN
medium_airport,Kalamazoo/Battle Creek International Airport,42.232105,-85.549637,US,yes,AZO
medium_airport,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,DZ,yes,AZR
medium_airport,Samaná El Catey International Airport,19.269259,-69.737405,DO,yes,AZS
medium_airport,Loakan Airport,16.375034,120.619949,PH,yes,BAG
large_airport,Bahrain International Airport,26.267295,50.63764,BH,yes,BAH
medium_airport,Batman Airport,37.929001,41.1166,TR,yes,BAL
large_airport,Ernesto Cortissoz International Airport,10.8896,-74.7808,CO,yes,BAQ
medium_airport,Qionghai Bo'ao Airport,19.140951,110.452766,CN,yes,BAR
small_airport,Ballalae Airport,-6.990745,155.886656,SB,yes,BAS
large_airport,Baotou Donghe International Airport,40.560001,109.997002,CN,yes,BAV
large_airport,Barnaul Gherman Titov International Airport,53.361285,83.539701,RU,yes,BAX
medium_airport,Maramureș International Airport,47.658444,23.464445,RO,yes,BAY
small_airport,Barcelos Airport,-0.981191,-62.918603,BR,yes,BAZ
medium_airport,Balmaceda Airport,-45.915968,-71.689499,CL,yes,BBA
small_airport,Butaritari Airport,3.08583,172.811005,KI,yes,BBG
large_airport,Biju Patnaik International Airport,20.251021,85.814747,IN,yes,BBI
large_airport,Kasane International Airport,-17.831653,25.166195,BW,yes,BBK
medium_airport,Battambang Airport,13.0956,103.223999,KH,yes,BBM
medium_airport,Bario Airport,3.734648,115.478548,MY,yes,BBN
medium_airport,Berbera Airport,10.385035,44.936723,SO,yes,BBO
medium_airport,Burton-Nibbs International Airport,17.621194,-61.798347,AG,yes,BBQ
small_airport,Basse-Terre Baillif Airport,16.013648,-61.742928,GP,yes,BBR
large_airport,Bucharest Băneasa Aurel Vlaicu International Airport,44.503133,26.102944,RO,yes,BBU
medium_airport,Gustavo Rizo Airport,20.365299224853516,-74.5062026977539,CU,yes,BCA
large_airport,Bacolod-Silay International Airport,10.776237,123.018879,PH,yes,BCD
medium_airport,Baucau Airport,-8.486479,126.399981,TL,yes,BCH
medium_airport,Barcaldine Airport,-23.566268,145.302086,AU,yes,BCI
large_airport,Bacău George Enescu International  Airport,46.5219,26.910299,RO,yes,BCM
large_airport,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,ES,yes,BCN
medium_airport,Jinka Airport,5.749655,36.560165,ET,yes,BCO
large_airport,Sir Abubakar Tafawa Balewa Bauchi State International Airport,10.482833,9.744,NG,yes,BCU
large_airport,L.F. Wade International Airport,32.363802,-64.67824,BM,yes,BDA
medium_airport,Bundaberg Airport,-24.905039,152.322612,AU,yes,BDB
small_airport,Badu Island Airport,-10.14955,142.173665,AU,yes,BDD
medium_airport,Bandar Lengeh International Airport,26.532283,54.82484,IR,yes,BDH
large_airport,Syamsudin Noor International Airport,-3.440112,114.761209,ID,yes,BDJ
large_airport,Bradley International Airport,41.938555,-72.688016,US,yes,BDL
medium_airport,Husein Sastranegara International Airport,-6.90063,107.575996,ID,yes,BDO
small_airport,Bhadrapur Airport,26.5708007812,88.07959747310001,NP,yes,BDP
large_airport,Vadodara International Airport,22.336201,73.226303,IN,yes,BDQ
large_airport,Brindisi Airport,40.6576,17.947001,IT,yes,BDS
medium_airport,Gbadolite Airport,4.252745,20.975271,CD,yes,BDT
medium_airport,Bardufoss Airport,69.055801,18.5404,NO,yes,BDU
medium_airport,Benbecula Airport,57.481098,-7.36278,GB,yes,BEB
medium_airport,Laurence G Hanscom Field,42.470001,-71.289001,US,yes,BED
medium_airport,Bluefields Airport,11.991,-83.774101,NI,yes,BEF
large_airport,Belgrade Nikola Tesla Airport,44.818401,20.309099,RS,yes,BEG
medium_airport,Kalimarau Airport,2.14776,117.430705,ID,yes,BEJ
medium_airport,Bareilly Air Force Station,28.4221,79.450798,IN,yes,BEK
large_airport,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.379279,-48.476207,BR,yes,BEL
large_airport,Beni Mellal Airport,32.401895,-6.315905,MA,yes,BEM
large_airport,Benina International Airport,32.096802,20.269501,LY,yes,BEN
large_airport,Berlin Brandenburg Airport,52.361738,13.502341,DE,yes,BER
large_airport,Brest Bretagne airport,48.447899,-4.41854,FR,yes,BES
medium_airport,Bethel Airport,60.77980042,-161.8379974,US,yes,BET
medium_airport,Bedourie Airport,-24.3461,139.460007,AU,yes,BEU
large_airport,Beira International Airport,-19.7964,34.9076,MZ,yes,BEW
large_airport,Beirut Rafic Hariri International Airport,33.819833,35.487443,LB,yes,BEY
medium_airport,Bradford Regional Airport,41.8031005859375,-78.64009857177734,US,yes,BFD
medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,US,yes,BFF
medium_airport,King County International Airport - Boeing Field,47.527042,-122.29995,US,yes,BFI
medium_airport,Bijie Feixiong Airport,27.267066,105.472097,CN,yes,BFJ
medium_airport,Meadows Field,35.433601,-119.056999,US,yes,BFL
large_airport,Bram Fischer International Airport,-29.092699,26.302401,ZA,yes,BFN
small_airport,Bahia Piña Airport,7.58737,-78.179939,PA,yes,BFQ
large_airport,Belfast International Airport,54.6575012207,-6.2158298492399995,GB,yes,BFS
medium_airport,Buri Ram Airport,15.2295,103.252998,TH,yes,BFV
medium_airport,Bengbu Tenghu Airport,33.166292,117.058344,CN,yes,BFY
medium_airport,Palonegro Airport,7.1265,-73.1848,CO,yes,BGA
medium_airport,Bragança Airport,41.8578,-6.70713,PT,yes,BGC
large_airport,Bangui M'Poko International Airport,4.39848,18.518801,CF,yes,BGF
small_airport,Bingöl Airport,38.860131,40.594489,TR,yes,BGG
large_airport,Grantley Adams International Airport,13.074667,-59.491034,BB,yes,BGI
small_airport,Big Creek Airport,16.519369,-88.407913,BZ,yes,BGK
medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,US,yes,BGM
large_airport,"Bergen Airport, Flesland",60.2934,5.21814,NO,yes,BGO
medium_airport,Bangor International Airport,44.806364,-68.826668,US,yes,BGR
large_airport,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,IQ,yes,BGW
large_airport,Il Caravaggio International Airport,45.669362,9.708851,IT,yes,BGY
medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,US,yes,BHB
medium_airport,George Best Belfast City Airport,54.618099,-5.8725,GB,yes,BHD
medium_airport,Woodbourne Airport,-41.5182991027832,173.8699951171875,NZ,yes,BHE
medium_airport,Bisha Airport,19.9844,42.620899,SA,yes,BHH
medium_airport,Comandante Espora Airport,-38.725,-62.1693,AR,yes,BHI
medium_airport,Bhuj Airport,23.2877998352,69.6701965332,IN,yes,BHJ
large_airport,Bukhara International Airport,39.775319,64.482279,UZ,yes,BHK
large_airport,Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,US,yes,BHM
large_airport,Raja Bhoj International Airport,23.2875,77.337402,IN,yes,BHO
medium_airport,Broken Hill Airport,-32.0013999939,141.472000122,AU,yes,BHQ
small_airport,Bharatpur Airport,27.678101,84.429398,NP,yes,BHR
medium_airport,Bathurst Airport,-33.406817,149.651161,AU,yes,BHS
medium_airport,Bhavnagar Airport,21.752199173,72.1852035522,IN,yes,BHU
medium_airport,Bahawalpur Airport,29.348100662231445,71.71800231933594,PK,yes,BHV
large_airport,Birmingham Airport,52.453899,-1.74803,GB,yes,BHX
medium_airport,Beihai Fucheng Airport,21.538659,109.293683,CN,yes,BHY
large_airport,Bastia-Poretta International airport,42.5527,9.48373,FR,yes,BIA
small_airport,Block Island State Airport,41.168446,-71.578631,US,yes,BID
medium_airport,Eastern Sierra Regional Airport,37.3731,-118.363998,US,yes,BIH
medium_airport,Frans Kaisiepo Airport,-1.19002,136.108002,ID,yes,BIK
medium_airport,Billings Logan International Airport,45.808932,-108.541242,US,yes,BIL
medium_airport,South Bimini Airport,25.6998996735,-79.2647018433,BS,yes,BIM
large_airport,Bilbao Airport,43.301102,-2.91061,ES,yes,BIO
medium_airport,Biarritz Pays Basque airport,43.468372,-1.523223,FR,yes,BIQ
medium_airport,Biratnagar Airport,26.48150062561035,87.26399993896484,NP,yes,BIR
medium_airport,Bismarck Municipal Airport,46.772734,-100.746874,US,yes,BIS
large_airport,Soummam–Abane Ramdane Airport,36.712547,5.069909,DZ,yes,BJA
medium_airport,Bojnord Airport,37.49300003051758,57.30820083618164,IR,yes,BJB
medium_airport,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,US,yes,BJC
medium_airport,Båtsfjord Airport,70.60025,29.692612,NO,yes,BJF
large_airport,Banjul International Airport,13.338,-16.652201,GM,yes,BJL
large_airport,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,BI,yes,BJM
medium_airport,Bahir Dar Airport,11.6081,37.321602,ET,yes,BJR
seaplane_base,Bentota River Waterdrome,6.431,79.996,LK,yes,BJT
large_airport,Milas Bodrum International Airport,37.249314,27.66401,TR,yes,BJV
large_airport,Guanajuato International Airport,20.992695,-101.480284,MX,yes,BJX
medium_airport,Badajoz Airport,38.8913,-6.82133,ES,yes,BJZ
small_airport,Buckland Airport,65.981598,-161.149002,US,yes,BKC
seaplane_base,Lake Brooks Seaplane Base,58.554798,-155.776993,US,yes,BKF
medium_airport,Branson Airport,36.532082,-93.200544,US,yes,BKG
large_airport,Kota Kinabalu International Airport,5.932743,116.049324,MY,yes,BKI
large_airport,Suvarnabhumi Airport,13.6811,100.747002,TH,yes,BKK
small_airport,Bakalalan Airport,3.974,115.617996,MY,yes,BKM
medium_airport,Balkanabat International Airport,39.681052,54.206008,TM,yes,BKN
large_airport,Modibo Keita International Airport,12.5335,-7.94994,ML,yes,BKO
medium_airport,Blackall Airport,-24.431678,145.429716,AU,yes,BKQ
medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,ID,yes,BKS
medium_airport,Raleigh County Memorial Airport,37.7873,-81.124199,US,yes,BKW
small_airport,Bukoba Airport,-1.332,31.8212,TZ,yes,BKZ
large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,VE,yes,BLA
small_airport,Panamá Pacífico International Airport,8.91479,-79.599602,PA,yes,BLB
medium_airport,Boulder City Municipal Airport,35.947161,-114.858799,US,yes,BLD
medium_airport,Dala Airport,60.422001,15.5152,SE,yes,BLE
medium_airport,Bellingham International Airport,48.79280090332031,-122.53800201416016,US,yes,BLI
large_airport,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,DZ,yes,BLJ
large_airport,Billund Airport,55.740335,9.157019,DK,yes,BLL
